#,server_id,country,wizard_name,rtpvp_score,win_count,lose_count,draw_count,rank,total_battles,win-perc,timestamp
3,6,GB,Taniss,1448,43,13,0,4,56,0.767857142857142,2021-01-05 22:04:55.274854
3,6,GB,Taniss,1448,43,13,0,4,56,0.767857142857142,2021-01-05 22:20:08.175079
18,6,GB,Taniss,1431,44,16,0,18,60,0.7333333333333331,2021-01-06 12:13:40.893519
18,6,GB,Taniss,1431,44,16,0,18,60,0.7333333333333331,2021-01-06 12:13:41.183915
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 14:35:25.737325
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 14:35:26.030316
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 14:35:26.203273
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 14:56:08.544225
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 14:56:08.816665
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 14:56:08.976349
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 17:51:38.704373
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 17:51:38.946640
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 17:51:39.090223
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 18:40:00.699736
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 18:40:00.962807
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 18:40:01.118280
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 21:50:21.460045
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 21:50:21.698159
20,6,GB,Taniss,1431,44,16,0,20,60,0.7333333333333331,2021-01-06 21:50:21.838976
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 02:04:06.017937
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 02:04:06.280194
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 02:04:06.436293
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 02:04:07.249017
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 02:42:40.235935
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 02:42:40.498076
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 02:42:40.658760
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 02:42:41.470448
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 03:27:26.240187
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 03:27:26.647451
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 03:27:26.864339
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331,2021-01-07 03:27:28.241001
51,6,GB,Taniss,1431,44,16,0,51,60,0.7333333333333331,2021-01-07 03:48:34.455885
51,6,GB,Taniss,1431,44,16,0,51,60,0.7333333333333331,2021-01-07 03:48:34.810979
51,6,GB,Taniss,1431,44,16,0,51,60,0.7333333333333331,2021-01-07 03:48:35.005660
51,6,GB,Taniss,1431,44,16,0,51,60,0.7333333333333331,2021-01-07 03:48:36.272741
51,6,GB,Taniss,1431,44,16,0,51,60,0.7333333333333331,2021-01-07 03:48:36.667847
51,6,GB,Taniss,1431,44,16,0,51,60,0.7333333333333331,2021-01-07 13:39:11.095108
51,6,GB,Taniss,1431,44,16,0,51,60,0.7333333333333331,2021-01-07 13:39:11.463669
51,6,GB,Taniss,1431,44,16,0,51,60,0.7333333333333331,2021-01-07 13:39:11.666363
51,6,GB,Taniss,1431,44,16,0,51,60,0.7333333333333331,2021-01-07 13:39:12.969293
51,6,GB,Taniss,1431,44,16,0,51,60,0.7333333333333331,2021-01-07 13:39:13.372527
37,6,GB,Taniss,1468,63,27,0,38,90,0.7000000000000001,2021-01-08 01:08:17.549784
37,6,GB,Taniss,1468,63,27,0,38,90,0.7000000000000001,2021-01-08 01:08:17.974784
37,6,GB,Taniss,1468,63,27,0,38,90,0.7000000000000001,2021-01-08 01:08:18.195170
37,6,GB,Taniss,1468,63,27,0,38,90,0.7000000000000001,2021-01-08 01:08:19.692144
37,6,GB,Taniss,1468,63,27,0,38,90,0.7000000000000001,2021-01-08 01:08:20.133064
37,6,GB,Taniss,1468,63,27,0,38,90,0.7000000000000001,2021-01-08 01:08:20.980824
37,6,GB,Taniss,1468,63,27,0,38,90,0.7000000000000001,2021-01-08 01:08:21.220143
37,6,GB,Taniss,1468,63,27,0,38,90,0.7000000000000001,2021-01-08 01:08:21.234159
